Effective Refractance index n(r,f). f =  2.00000000000000000Mode #  1
Радиус 	                n(r,f) 	
8.33000000000000017E-1	1.07613969215952625E+0	
8.33500000000000017E-1	1.07599193240679536E+0	
8.34000000000000017E-1	1.07584394446866263E+0	
8.34500000000000017E-1	1.07569574415640816E+0	
8.35000000000000017E-1	1.07554732002888219E+0	
8.35500000000000017E-1	1.07539866064493495E+0	
8.36000000000000017E-1	1.07524978451673563E+0	
8.36500000000000017E-1	1.07510068457326482E+0	
8.37000000000000017E-1	1.07495136081452250E+0	
8.37500000000000017E-1	1.07480180179935892E+0	
8.38000000000000017E-1	1.07465202603994325E+0	
8.38500000000000017E-1	1.07450201502410633E+0	
8.39000000000000017E-1	1.07435177312197847E+0	
8.39500000000000018E-1	1.07420130740457912E+0	
8.40000000000000018E-1	1.07405060643075850E+0	
8.40500000000000018E-1	1.07389967727153604E+0	
8.41000000000000018E-1	1.07374851285589231E+0	
8.41500000000000018E-1	1.07359711755395766E+0	
8.42000000000000018E-1	1.07344547992458232E+0	
8.42500000000000018E-1	1.07329362118082456E+0	
8.43000000000000018E-1	1.07314151303860669E+0	
8.43500000000000018E-1	1.07298918108111731E+0	
8.44000000000000018E-1	1.07283660242605691E+0	
8.44500000000000018E-1	1.07268378851457524E+0	
8.45000000000000018E-1	1.07253073934667231E+0	
8.45500000000000018E-1	1.07237744785132869E+0	
8.46000000000000018E-1	1.07222390965841404E+0	
8.46500000000000018E-1	1.07207013350818904E+0	
8.47000000000000018E-1	1.07191611773141243E+0	
8.47500000000000018E-1	1.07176185525706480E+0	
8.48000000000000018E-1	1.07160735482540681E+0	
8.48500000000000018E-1	1.07145259625502804E+0	
8.49000000000000018E-1	1.07129760242822800E+0	
8.49500000000000018E-1	1.07114235483283750E+0	
8.50000000000000018E-1	1.07098685783898690E+0	
8.50500000000000018E-1	1.07083112121858469E+0	
8.51000000000000018E-1	1.07067512375857260E+0	
8.51500000000000018E-1	1.07051887960098948E+0	
8.52000000000000018E-1	1.07036238167481592E+0	
8.52500000000000018E-1	1.07020563435018223E+0	
8.53000000000000018E-1	1.07004862888682776E+0	
8.53500000000000018E-1	1.06989137672590226E+0	
8.54000000000000018E-1	1.06973386372536688E+0	
8.54500000000000018E-1	1.06957608551509129E+0	
8.55000000000000018E-1	1.06941805353622524E+0	
8.55500000000000018E-1	1.06925977215889908E+0	
8.56000000000000018E-1	1.06910122120170236E+0	
8.56500000000000018E-1	1.06894240940489577E+0	
8.57000000000000018E-1	1.06878333946936839E+0	
8.57500000000000018E-1	1.06862400162321171E+0	
8.58000000000000018E-1	1.06846440563833423E+0	
8.58500000000000018E-1	1.06830453737269712E+0	
8.59000000000000018E-1	1.06814440389731978E+0	
8.59500000000000018E-1	1.06798400958233258E+0	
8.60000000000000018E-1	1.06782334568747481E+0	
8.60500000000000018E-1	1.06766240681096833E+0	
8.61000000000000018E-1	1.06750119835459129E+0	
8.61500000000000018E-1	1.06733971761745460E+0	
8.62000000000000018E-1	1.06717796459955828E+0	
8.62500000000000018E-1	1.06701593493077198E+0	
8.63000000000000018E-1	1.06685363298122604E+0	
8.63500000000000018E-1	1.06669104730977070E+0	
8.64000000000000018E-1	1.06652819642857514E+0	
8.64500000000000018E-1	1.06636505912458109E+0	
8.65000000000000018E-1	1.06620164079956672E+0	
8.65500000000000018E-1	1.06603794312277329E+0	
8.66000000000000018E-1	1.06587396172407046E+0	
8.66500000000000018E-1	1.06570970367447765E+0	
8.67000000000000018E-1	1.06554515483195601E+0	
8.67500000000000018E-1	1.06538031082637521E+0	
8.68000000000000018E-1	1.06521518746901534E+0	
8.68500000000000018E-1	1.06504977601961573E+0	
8.69000000000000018E-1	1.06488407377728729E+0	
8.69500000000000018E-1	1.06471808074203002E+0	
8.70000000000000018E-1	1.06455179254371359E+0	
8.70500000000000018E-1	1.06438522062348776E+0	
8.71000000000000018E-1	1.06421834209905299E+0	
8.71500000000000018E-1	1.06405116571066998E+0	
8.72000000000000018E-1	1.06388369415922780E+0	
8.72500000000000018E-1	1.06371593181485679E+0	
8.73000000000000018E-1	1.06354785579525742E+0	
8.73500000000000018E-1	1.06337948461259890E+0	
8.74000000000000018E-1	1.06321081119586178E+0	
8.74500000000000018E-1	1.06304182847402664E+0	
8.75000000000000018E-1	1.06287253914798258E+0	
8.75500000000000018E-1	1.06270294758785993E+0	
8.76000000000000018E-1	1.06253304235250892E+0	
8.76500000000000018E-1	1.06236282344192956E+0	
8.77000000000000018E-1	1.06219229522625218E+0	
8.77500000000000018E-1	1.06202146040636588E+0	
8.78000000000000018E-1	1.06185029776921237E+0	
8.78500000000000018E-1	1.06167883289798028E+0	
8.79000000000000018E-1	1.06150703854023972E+0	
8.79500000000000018E-1	1.06133492780638173E+0	
8.80000000000000018E-1	1.06116250339729539E+0	
8.80500000000000018E-1	1.06098974243068116E+0	
8.81000000000000018E-1	1.06081666508794950E+0	
8.81500000000000018E-1	1.06064326262883972E+0	
8.82000000000000018E-1	1.06046952798233240E+0	
8.82500000000000018E-1	1.06029546821944696E+0	
8.83000000000000018E-1	1.06012107356827490E+0	
8.83500000000000018E-1	1.05994634943059438E+0	
8.84000000000000018E-1	1.05977129310551632E+0	
8.84500000000000018E-1	1.05959589752202129E+0	
8.85000000000000018E-1	1.05942016268010930E+0	
8.85500000000000018E-1	1.05924409128066943E+0	
8.86000000000000018E-1	1.05906767625268225E+0	
8.86500000000000018E-1	1.05889092196627811E+0	
8.87000000000000018E-1	1.05871381698030725E+0	
8.87500000000000018E-1	1.05853637273591941E+0	
8.88000000000000018E-1	1.05835858049285394E+0	
8.88500000000000018E-1	1.05818043047920231E+0	
8.89000000000000018E-1	1.05800193683700337E+0	
8.89500000000000018E-1	1.05782308105408795E+0	
8.90000000000000018E-1	1.05764387457160580E+0	
8.90500000000000019E-1	1.05746431301942658E+0	
8.91000000000000019E-1	1.05728439369666120E+0	
8.91500000000000019E-1	1.05710410079202958E+0	
8.92000000000000019E-1	1.05692345718783122E+0	
8.92500000000000019E-1	1.05674244437189695E+0	
8.93000000000000019E-1	1.05656105797409643E+0	
8.93500000000000019E-1	1.05637930943557941E+0	
8.94000000000000019E-1	1.05619719168532648E+0	
8.94500000000000019E-1	1.05601468891205753E+0	
8.95000000000000019E-1	1.05583181692705266E+0	
8.95500000000000019E-1	1.05564856865929246E+0	
8.96000000000000019E-1	1.05546494243953566E+0	
8.96500000000000019E-1	1.05528092849587375E+0	
8.97000000000000019E-1	1.05509653389932617E+0	
8.97500000000000019E-1	1.05491175427976257E+0	
8.98000000000000019E-1	1.05472657549514411E+0	
8.98500000000000019E-1	1.05454102042777030E+0	
8.99000000000000019E-1	1.05435506889623072E+0	
8.99500000000000019E-1	1.05416871819963627E+0	
9.00000000000000019E-1	1.05398196833798695E+0	
9.00500000000000019E-1	1.05379481494115243E+0	
9.01000000000000019E-1	1.05360727382041280E+0	
9.01500000000000019E-1	1.05341931065231878E+0	
9.02000000000000019E-1	1.05323094831916990E+0	
9.02500000000000019E-1	1.05304217537981638E+0	
9.03000000000000019E-1	1.05285299183425824E+0	
9.03500000000000019E-1	1.05266339331236513E+0	
9.04000000000000019E-1	1.05247338148337830E+0	
9.04500000000000019E-1	1.05228294323690674E+0	
9.05000000000000019E-1	1.05209208024219171E+0	
9.05500000000000019E-1	1.05190079520012228E+0	
9.06000000000000019E-1	1.05170908811069846E+0	
9.06500000000000019E-1	1.05151694483188140E+0	
9.07000000000000019E-1	1.05132436806456018E+0	
9.07500000000000019E-1	1.05113135510784573E+0	
9.08000000000000019E-1	1.05093790866262711E+0	
9.08500000000000019E-1	1.05074401458686550E+0	
9.09000000000000019E-1	1.05054967995158030E+0	
9.09500000000000019E-1	1.05035489061473267E+0	
9.10000000000000019E-1	1.05015966341925055E+0	
9.10500000000000019E-1	1.04996397445118658E+0	
9.11000000000000019E-1	1.04976782911231893E+0	
9.11500000000000019E-1	1.04957122907188885E+0	
9.12000000000000019E-1	1.04937416288874657E+0	
9.12500000000000019E-1	1.04917663326378119E+0	
9.13000000000000019E-1	1.04897863312597328E+0	
9.13500000000000019E-1	1.04878016684545318E+0	
9.14000000000000019E-1	1.04858121861094079E+0	
9.14500000000000019E-1	1.04838179279256644E+0	
9.15000000000000019E-1	1.04818188939033013E+0	
9.15500000000000019E-1	1.04798150840423187E+0	
9.16000000000000019E-1	1.04778062695197213E+0	
9.16500000000000019E-1	1.04757925647470068E+0	
9.17000000000000019E-1	1.04737739697241750E+0	
9.17500000000000019E-1	1.04717502993295342E+0	
9.18000000000000019E-1	1.04697216679745820E+0	
9.18500000000000019E-1	1.04676879612478207E+0	
9.19000000000000019E-1	1.04656492061581413E+0	
9.19500000000000019E-1	1.04636052342762643E+0	
9.20000000000000019E-1	1.04615561433212748E+0	
9.20500000000000019E-1	1.04595018355740879E+0	
9.21000000000000019E-1	1.04574422943422908E+0	
9.21500000000000019E-1	1.04553774926169928E+0	
9.22000000000000019E-1	1.04533073159866963E+0	
9.22500000000000019E-1	1.04512317644514012E+0	
9.23000000000000019E-1	1.04491508380111076E+0	
9.23500000000000019E-1	1.04470645366658154E+0	
9.24000000000000019E-1	1.04449726315925294E+0	
9.24500000000000019E-1	1.04428752809040506E+0	
9.25000000000000019E-1	1.04407722994786871E+0	
9.25500000000000019E-1	1.04386637143253298E+0	
9.26000000000000019E-1	1.04365494547337844E+0	
9.26500000000000019E-1	1.04344295644053544E+0	
9.27000000000000019E-1	1.04323038415259353E+0	
9.27500000000000019E-1	1.04301724171994372E+0	
9.28000000000000019E-1	1.04280350189015616E+0	
9.28500000000000019E-1	1.04258918317540004E+0	
9.29000000000000019E-1	1.04237426706350615E+0	
9.29500000000000019E-1	1.04215875085358542E+0	
9.30000000000000019E-1	1.04194263287639660E+0	
9.30500000000000019E-1	1.04172590336003117E+0	
9.31000000000000019E-1	1.04150855793435880E+0	
9.31500000000000019E-1	1.04129060367039891E+0	
9.32000000000000019E-1	1.04107201498496289E+0	
9.32500000000000019E-1	1.04085280331920050E+0	
9.33000000000000019E-1	1.04063295286183164E+0	
9.33500000000000019E-1	1.04041246091196722E+0	
9.34000000000000019E-1	1.04019132309947691E+0	
9.34500000000000019E-1	1.03996952798321094E+0	
9.35000000000000019E-1	1.03974709137444941E+0	
9.35500000000000020E-1	1.03952397894974304E+0	
9.36000000000000020E-1	1.03930019507922217E+0	
9.36500000000000020E-1	1.03907574246377587E+0	
9.37000000000000020E-1	1.03885060696136531E+0	
9.37500000000000020E-1	1.03862477713084071E+0	
9.38000000000000020E-1	1.03839825734233242E+0	
9.38500000000000020E-1	1.03817103885557976E+0	
9.39000000000000020E-1	1.03794310752854388E+0	
9.39500000000000020E-1	1.03771446773135511E+0	
9.40000000000000020E-1	1.03748511072375279E+0	
9.40500000000000020E-1	1.03725501799356772E+0	
9.41000000000000020E-1	1.03702418683991082E+0	
9.41500000000000020E-1	1.03679262433380152E+0	
9.42000000000000020E-1	1.03656030322280994E+0	
9.42500000000000020E-1	1.03632723661732711E+0	
9.43000000000000020E-1	1.03609339289479281E+0	
9.43500000000000020E-1	1.03585878786648716E+0	
9.44000000000000020E-1	1.03562339594922154E+0	
9.44500000000000020E-1	1.03538721984388504E+0	
9.45000000000000020E-1	1.03515024810932789E+0	
9.45500000000000020E-1	1.03491247097364158E+0	
9.46000000000000020E-1	1.03467388676758486E+0	
9.46500000000000020E-1	1.03443447427809946E+0	
9.47000000000000020E-1	1.03419423350518538E+0	
9.47500000000000020E-1	1.03395316007871227E+0	
9.48000000000000020E-1	1.03371123985664130E+0	
9.48500000000000020E-1	1.03346845702769235E+0	
9.49000000000000020E-1	1.03322481159186543E+0	
9.49500000000000020E-1	1.03298028940712169E+0	
9.50000000000000020E-1	1.03273488610333079E+0	
9.50500000000000020E-1	1.03248858753845388E+0	
9.51000000000000020E-1	1.03224137790121086E+0	
9.51500000000000020E-1	1.03199325719160174E+0	
9.52000000000000020E-1	1.03174421126758765E+0	
9.52500000000000020E-1	1.03149422431788850E+0	
9.53000000000000020E-1	1.03124329364161521E+0	
9.53500000000000020E-1	1.03099140342748767E+0	
9.54000000000000020E-1	1.03073854223435611E+0	
9.54500000000000020E-1	1.03048470029031204E+0	
9.55000000000000020E-1	1.03022985741394500E+0	
9.55500000000000020E-1	1.02997401797538535E+0	
9.56000000000000020E-1	1.02971715639144445E+0	
9.56500000000000020E-1	1.02945926392186165E+0	
9.57000000000000020E-1	1.02920032642459808E+0	
9.57500000000000020E-1	1.02894032975761491E+0	
9.58000000000000020E-1	1.02867927225167087E+0	
9.58500000000000020E-1	1.02841712125255794E+0	
9.59000000000000020E-1	1.02815387239014577E+0	
9.59500000000000020E-1	1.02788951589252585E+0	
9.60000000000000020E-1	1.02762402013713797E+0	
9.60500000000000020E-1	1.02735738679322341E+0	
9.61000000000000020E-1	1.02708959567937170E+0	
9.61500000000000020E-1	1.02682063265354401E+0	
9.62000000000000020E-1	1.02655047213255171E+0	
9.62500000000000020E-1	1.02627911244715357E+0	
9.63000000000000020E-1	1.02600652531327188E+0	
9.63500000000000020E-1	1.02573268784860711E+0	
9.64000000000000020E-1	1.02545760005315926E+0	
9.64500000000000020E-1	1.02518123197360940E+0	
9.65000000000000020E-1	1.02490356072765797E+0	
9.65500000000000020E-1	1.02462458361441591E+0	
9.66000000000000020E-1	1.02434426631043393E+0	
9.66500000000000020E-1	1.02406259030354283E+0	
9.67000000000000020E-1	1.02377953708157343E+0	
9.67500000000000020E-1	1.02349508106133711E+0	
9.68000000000000020E-1	1.02320920913244287E+0	
9.68500000000000020E-1	1.02292189030992391E+0	
9.69000000000000020E-1	1.02263310711325889E+0	
9.69500000000000020E-1	1.02234283562850044E+0	
9.70000000000000020E-1	1.02205104423308836E+0	
9.70500000000000020E-1	1.02175771878498380E+0	
9.71000000000000020E-1	1.02146282225984839E+0	
9.71500000000000020E-1	1.02116633614551294E+0	
9.72000000000000020E-1	1.02086822174839782E+0	
9.72500000000000020E-1	1.02056846222557509E+0	
9.73000000000000020E-1	1.02026702595448456E+0	
9.73500000000000020E-1	1.01996388028091819E+0	
9.74000000000000020E-1	1.01965899962168736E+0	
9.74500000000000020E-1	1.01935233821219303E+0	
9.75000000000000020E-1	1.01904387754026600E+0	
9.75500000000000020E-1	1.01873358058156791E+0	
9.76000000000000020E-1	1.01842140594163003E+0	
9.76500000000000020E-1	1.01810731659611400E+0	
9.77000000000000020E-1	1.01779128259170085E+0	
9.77500000000000020E-1	1.01747326690405223E+0	
9.78000000000000020E-1	1.01715321669754964E+0	
9.78500000000000020E-1	1.01683109494785473E+0	
9.79000000000000020E-1	1.01650687170164852E+0	
9.79500000000000020E-1	1.01618048435140405E+0	
9.80000000000000020E-1	1.01585190127456110E+0	
9.80500000000000020E-1	1.01552105716270361E+0	
9.81000000000000020E-1	1.01518792039327136E+0	
9.81500000000000020E-1	1.01485243272886772E+0	
9.82000000000000020E-1	1.01451452989272444E+0	
9.82500000000000020E-1	1.01417416341935338E+0	
9.83000000000000020E-1	1.01383128484326641E+0	
9.83500000000000020E-1	1.01348582011578678E+0	
9.84000000000000020E-1	1.01313770496014624E+0	
9.84500000000000020E-1	1.01278689528098700E+0	
9.85000000000000020E-1	1.01243329684822187E+0	
9.85500000000000020E-1	1.01207684705432386E+0	
9.86000000000000020E-1	1.01171747455150531E+0	
9.86500000000000021E-1	1.01135510529108946E+0	
9.87000000000000021E-1	1.01098964504298913E+0	
9.87500000000000021E-1	1.01062101975852757E+0	
9.88000000000000021E-1	1.01024912813659816E+0	
9.88500000000000021E-1	1.00987388905750474E+0	
9.89000000000000021E-1	1.00949519685001033E+0	
9.89500000000000021E-1	1.00911295895326902E+0	
9.90000000000000021E-1	1.00872704848298557E+0	
9.90500000000000021E-1	1.00833735269690360E+0	
9.91000000000000021E-1	1.00794376759302742E+0	
9.91500000000000021E-1	1.00754615214502294E+0	
9.92000000000000021E-1	1.00714437779935370E+0	
9.92500000000000021E-1	1.00673829645866619E+0	
9.93000000000000021E-1	1.00632776272649600E+0	
9.93500000000000021E-1	1.00591261809598769E+0	
9.94000000000000021E-1	1.00549268181557974E+0	
9.94500000000000021E-1	1.00506778123637786E+0	
9.95000000000000021E-1	1.00463772519731859E+0	
9.95500000000000021E-1	1.00420230299352143E+0	
9.96000000000000021E-1	1.00376130328251250E+0	
9.96500000000000021E-1	1.00331448540609234E+0	
9.97000000000000021E-1	1.00286159392642926E+0	
9.97500000000000021E-1	1.00240236093289395E+0	
9.98000000000000021E-1	1.00193650000268792E+0	
9.98500000000000021E-1	1.00146368872032215E+0	
9.99000000000000021E-1	1.00098358345724932E+0	
9.99500000000000021E-1	1.00049582644288329E+0	
1.00000000000000002E+0	1.00000000000000000E+0	
